img,attack,log10_pvalue,R,marked,param0
6,contrast,-37.8081191336656,1857522.125,True,1.0
6,contrast,-20.02570030791798,479453.75,True,1.5
6,contrast,-8.517309178672356,73249.015625,True,2.0
6,brightness,-27.53421257121283,909215.875,True,0.5
6,brightness,-37.8081191336656,1857522.125,True,1.0
6,brightness,-25.33482648273539,605271.125,True,1.5
6,brightness,-9.762517325076509,78800.359375,True,2.0
6,hue,-8.014609442993304,48802.359375,True,-0.5
6,hue,-15.157986379037624,272844.1875,True,-0.25
6,hue,-37.75049998975118,1835247.25,True,0.0
6,hue,-12.967606959790372,172309.765625,True,0.25
6,hue,-7.920801475123031,46492.0234375,True,0.5
6,hue,-14.888526696375743,235031.875,True,0.2
7,none,-52.54134382545385,7999140.0,True,-1.0
7,meme_format,-30.991456854612828,1098024.75,True,-1.0
7,overlay_onto_screenshot,-0.5000475616539417,-30098.00390625,False,-1.0
7,rotation,-52.54134382545385,7999140.0,True,0.0
7,rotation,-26.612545603840253,1650298.5,True,5.0
7,rotation,-25.349772893431844,1287921.875,True,10.0
7,rotation,-22.5265974559601,1004944.5625,True,15.0
7,rotation,-21.130698963173316,821922.5,True,20.0
7,rotation,-20.329326890475162,824235.6875,True,25.0
7,rotation,-18.55339736615835,668531.5625,True,30.0
7,rotation,-18.789433849581386,629482.625,True,35.0
7,rotation,-13.825724114849162,391952.1875,True,40.0
7,center_crop,-3.3153192498045256,-1597865.0,False,0.1
7,center_crop,-5.935186547554565,-18047.625,False,0.2
7,center_crop,-7.19655730926973,203045.875,True,0.30000000000000004
7,center_crop,-10.735256551141234,693500.875,True,0.4
7,center_crop,-12.841374727878351,678501.8125,True,0.5
7,center_crop,-16.7186486460758,924870.375,True,0.6000000000000001
7,center_crop,-21.987215697457504,1426356.0,True,0.7000000000000001
7,center_crop,-23.55352797408961,1420135.75,True,0.8
7,center_crop,-26.10299760373092,1887959.75,True,0.9
7,center_crop,-52.54134382545385,7999140.0,True,1.0
7,resize,-0.0347753149700058,-3175603.0,False,0.1
7,resize,-0.28690137835648194,-1153709.875,False,0.2
7,resize,-1.473396525275944,-605343.75,False,0.30000000000000004
7,resize,-2.248221462317918,-501154.84375,False,0.4
7,resize,-6.133375624603452,11529.8125,True,0.5
7,resize,-12.431941892403,582855.625,True,0.6000000000000001
7,resize,-20.938662616663564,1333947.125,True,0.7000000000000001
7,resize,-30.18514560292599,2166748.5,True,0.8
7,resize,-30.320694407005988,2581217.25,True,0.9
7,resize,-52.54134382545385,7999140.0,True,1.0
7,blur,-46.35765785041829,5850466.0,True,3.0
7,blur,-41.534206904447935,4646394.0,True,5.0
7,blur,-38.11379112860601,3856458.25,True,7.0
